    Z    A Einc(MeV)     ELossL1     ELossL2        ERes
    2    4     316.2    0.719311     3.45689     312.024
    2    4     316.3    0.719139     3.45605     312.125
    2    4     316.4    0.718967     3.45521     312.226
    2    4     316.5    0.718795     3.45438     312.327
    2    4     316.6    0.718624     3.45354     312.428
    2    4     316.7    0.718452     3.45271     312.529
    2    4     316.8    0.718281     3.45187      312.63
    2    4     316.9    0.718109     3.45104     312.731
    2    4       317    0.717938     3.45021     312.832
    2    4     317.1    0.717767     3.44937     312.933
    2    4     317.2    0.717596     3.44854     313.034
    2    4     317.3    0.717425     3.44771     313.135
    2    4     317.4    0.717254     3.44688     313.236
    2    4     317.5    0.717083     3.44605     313.337
    2    4     317.6    0.716912     3.44522     313.438
    2    4     317.7    0.716742     3.44439     313.539
    2    4     317.8    0.716571     3.44356      313.64
    2    4     317.9    0.716401     3.44273     313.741
    2    4       318    0.716231      3.4419     313.842
    2    4     318.1    0.716061     3.44107     313.943
    2    4     318.2    0.715891     3.44025     314.044
    2    4     318.3    0.715721     3.43942     314.145
    2    4     318.4    0.715551     3.43859     314.246
    2    4     318.5    0.715381     3.43777     314.347
    2    4     318.6    0.715211     3.43694     314.448
    2    4     318.7    0.715042     3.43612     314.549
    2    4     318.8    0.714872     3.43529      314.65
    2    4     318.9    0.714703     3.43447     314.751
    2    4       319    0.714534     3.43364     314.852
    2    4     319.1    0.714365     3.43282     314.953
    2    4     319.2    0.714196       3.432     315.054
    2    4     319.3    0.714027     3.43118     315.155
    2    4     319.4    0.713858     3.43036     315.256
    2    4     319.5    0.713689     3.42953     315.357
    2    4     319.6     0.71352     3.42871     315.458
    2    4     319.7    0.713352     3.42789     315.559
    2    4     319.8    0.713183     3.42707      315.66
    2    4     319.9    0.713015     3.42626     315.761
    2    4       320    0.712847     3.42544     315.862
    2    4     320.1    0.712678     3.42462     315.963
    2    4     320.2     0.71251      3.4238     316.064
    2    4     320.3    0.712342     3.42298     316.165
    2    4     320.4    0.712175     3.42217     316.266
    2    4     320.5    0.712007     3.42135     316.367
    2    4     320.6    0.711839     3.42054     316.468
    2    4     320.7    0.711672     3.41972     316.569
    2    4     320.8    0.711504     3.41891      316.67
    2    4     320.9    0.711337     3.41809     316.771
    2    4       321    0.711169     3.41728     316.872
    2    4     321.1    0.711002     3.41647     316.973
    2    4     321.2    0.710835     3.41565     317.074
    2    4     321.3    0.710668     3.41484     317.174
    2    4     321.4    0.710501     3.41403     317.275
    2    4     321.5    0.710334     3.41322     317.376
    2    4     321.6    0.710168     3.41241     317.477
    2    4     321.7    0.710001      3.4116     317.578
    2    4     321.8    0.709835     3.41079     317.679
    2    4     321.9    0.709668     3.40998      317.78
    2    4       322    0.709502     3.40917     317.881
    2    4     322.1    0.709336     3.40836     317.982
    2    4     322.2     0.70917     3.40755     318.083
    2    4     322.3    0.709004     3.40675     318.184
    2    4     322.4    0.708838     3.40594     318.285
    2    4     322.5    0.708672     3.40513     318.386
    2    4     322.6    0.708506     3.40433     318.487
    2    4     322.7     0.70834     3.40352     318.588
    2    4     322.8    0.708175     3.40272     318.689
    2    4     322.9    0.708009     3.40191      318.79
    2    4       323    0.707844     3.40111     318.891
    2    4     323.1    0.707679      3.4003     318.992
    2    4     323.2    0.707514      3.3995     319.093
    2    4     323.3    0.707349      3.3987     319.194
    2    4     323.4    0.707184      3.3979     319.295
    2    4     323.5    0.707019     3.39709     319.396
    2    4     323.6    0.706854     3.39629     319.497
    2    4     323.7    0.706689     3.39549     319.598
    2    4     323.8    0.706525     3.39469     319.699
    2    4     323.9     0.70636     3.39389       319.8
    2    4       324    0.706196     3.39309     319.901
    2    4     324.1    0.706032     3.39229     320.002
    2    4     324.2    0.705867      3.3915     320.103
    2    4     324.3    0.705703      3.3907     320.204
    2    4     324.4    0.705539      3.3899     320.305
    2    4     324.5    0.705375      3.3891     320.406
    2    4     324.6    0.705212     3.38831     320.506
    2    4     324.7    0.705048     3.38751     320.607
    2    4     324.8    0.704884     3.38672     320.708
    2    4     324.9    0.704721     3.38592     320.809
    2    4       325    0.704557     3.38513      320.91
    2    4     325.1    0.704394     3.38433     321.011
    2    4     325.2    0.704231     3.38354     321.112
    2    4     325.3    0.704067     3.38274     321.213
    2    4     325.4    0.703904     3.38195     321.314
    2    4     325.5    0.703741     3.38116     321.415
    2    4     325.6    0.703579     3.38037     321.516
    2    4     325.7    0.703416     3.37958     321.617
    2    4     325.8    0.703253     3.37879     321.718
    2    4     325.9     0.70309       3.378     321.819
    2    4       326    0.702928     3.37721      321.92
    2    4     326.1    0.702766     3.37642     322.021
    2    4     326.2    0.702603     3.37563     322.122
    2    4     326.3    0.702441     3.37484     322.223
    2    4     326.4    0.702279     3.37405     322.324
    2    4     326.5    0.702117     3.37326     322.425
    2    4     326.6    0.701955     3.37247     322.526
    2    4     326.7    0.701793     3.37169     322.627
    2    4     326.8    0.701631      3.3709     322.727
    2    4     326.9     0.70147     3.37012     322.828
    2    4       327    0.701308     3.36933     322.929
    2    4     327.1    0.701147     3.36855      323.03
    2    4     327.2    0.700985     3.36776     323.131
    2    4     327.3    0.700824     3.36698     323.232
    2    4     327.4    0.700663     3.36619     323.333
    2    4     327.5    0.700502     3.36541     323.434
    2    4     327.6    0.700341     3.36463     323.535
    2    4     327.7     0.70018     3.36385     323.636
    2    4     327.8    0.700019     3.36306     323.737
    2    4     327.9    0.699858     3.36228     323.838
    2    4       328    0.699698      3.3615     323.939
    2    4     328.1    0.699537     3.36072      324.04
    2    4     328.2    0.699377     3.35994     324.141
    2    4     328.3    0.699216     3.35916     324.242
    2    4     328.4    0.699056     3.35838     324.343
    2    4     328.5    0.698896      3.3576     324.443
    2    4     328.6    0.698736     3.35683     324.544
    2    4     328.7    0.698576     3.35605     324.645
    2    4     328.8    0.698416     3.35527     324.746
    2    4     328.9    0.698256     3.35449     324.847
    2    4       329    0.698096     3.35372     324.948
    2    4     329.1    0.697937     3.35294     325.049
    2    4     329.2    0.697777     3.35217      325.15
    2    4     329.3    0.697618     3.35139     325.251
    2    4     329.4    0.697458     3.35062     325.352
    2    4     329.5    0.697299     3.34984     325.453
    2    4     329.6     0.69714     3.34907     325.554
    2    4     329.7    0.696981      3.3483     325.655
    2    4     329.8    0.696822     3.34752     325.756
    2    4     329.9    0.696663     3.34675     325.857
    2    4       330    0.696504     3.34598     325.958
    2    4     330.1    0.696345     3.34521     326.058
    2    4     330.2    0.696187     3.34444     326.159
    2    4     330.3    0.696028     3.34367      326.26
    2    4     330.4     0.69587      3.3429     326.361
    2    4     330.5    0.695711     3.34213     326.462
    2    4     330.6    0.695553     3.34136     326.563
    2    4     330.7    0.695395     3.34059     326.664
    2    4     330.8    0.695237     3.33982     326.765
    2    4     330.9    0.695079     3.33905     326.866
    2    4       331    0.694921     3.33829     326.967
    2    4     331.1    0.694763     3.33752     327.068
    2    4     331.2    0.694605     3.33675     327.169
    2    4     331.3    0.694448     3.33599      327.27
    2    4     331.4     0.69429     3.33522      327.37
    2    4     331.5    0.694133     3.33446     327.471
    2    4     331.6    0.693975     3.33369     327.572
    2    4     331.7    0.693818     3.33293     327.673
    2    4     331.8    0.693661     3.33216     327.774
    2    4     331.9    0.693504      3.3314     327.875
    2    4       332    0.693347     3.33064     327.976
    2    4     332.1     0.69319     3.32988     328.077
    2    4     332.2    0.693033     3.32911     328.178
    2    4     332.3    0.692876     3.32835     328.279
    2    4     332.4     0.69272     3.32759      328.38
    2    4     332.5    0.692563     3.32683     328.481
    2    4     332.6    0.692407     3.32607     328.582
    2    4     332.7     0.69225     3.32531     328.682
    2    4     332.8    0.692094     3.32455     328.783
    2    4     332.9    0.691938     3.32379     328.884
    2    4       333    0.691782     3.32303     328.985
    2    4     333.1    0.691626     3.32227     329.086
    2    4     333.2     0.69147     3.32152     329.187
    2    4     333.3    0.691314     3.32076     329.288
    2    4     333.4    0.691158        3.32     329.389
    2    4     333.5    0.691002     3.31925      329.49
    2    4     333.6    0.690847     3.31849     329.591
    2    4     333.7    0.690691     3.31774     329.692
    2    4     333.8    0.690536     3.31698     329.792
